GAME_DATE,TEAM,RATING
2011-08-29,Oklahoma City Thunder,1754.7438814702573
2011-08-29,Chicago Bulls,1838.4994232639726
2011-08-29,New Orleans Pelicans,1634.344945019259
2011-08-29,Milwaukee Bucks,1559.2790218075584
2011-08-29,Dallas Mavericks,1755.3269524765055
2011-08-29,Charlotte Hornets,1520.8650689692429
2011-08-29,Atlanta Hawks,1579.3905409561519
2011-08-29,Memphis Grizzlies,1693.7512124360705
2011-08-29,New York Knicks,1599.6970670565217
2011-08-29,Toronto Raptors,1376.0904816931109
2011-08-29,Philadelphia 76ers,1598.3946734911265
2011-08-29,Brooklyn Nets,1396.1317488914615
2011-08-29,Detroit Pistons,1486.6887175331126
2011-08-29,Cleveland Cavaliers,1390.9759632766622
2011-08-29,Sacramento Kings,1501.0392581479982
2011-08-29,Minnesota Timberwolves,1327.0856772206746
2011-08-29,Orlando Magic,1702.854280056214
2011-08-29,Washington Wizards,1417.470062161412
2011-08-30,Boston Celtics,1682.7503688698857
2011-08-30,Miami Heat,1774.1843676836243
2011-08-30,Portland Trail Blazers,1713.2017729174229
2011-08-30,Phoenix Suns,1588.4048033980919
2011-08-30,Los Angeles Lakers,1764.1635241537356
2011-08-30,Houston Rockets,1658.275504615387
2011-08-30,LA Clippers,1547.6650339621485
2011-08-30,Golden State Warriors,1570.7598802708678
2011-08-30,Denver Nuggets,1703.021504580571
2011-08-30,Utah Jazz,1539.8006759956559
2011-08-30,San Antonio Spurs,1744.3177343093123
2011-08-30,Indiana Pacers,1555.7421494065554
2011-08-30,Oklahoma City Thunder,1754.7438814702573
2011-08-30,Chicago Bulls,1838.4994232639726
2011-08-30,New Orleans Pelicans,1634.344945019259
2011-08-30,Milwaukee Bucks,1559.2790218075584
2011-08-30,Dallas Mavericks,1755.3269524765055
2011-08-30,Charlotte Hornets,1520.8650689692429
2011-08-30,Atlanta Hawks,1579.3905409561519
2011-08-30,Memphis Grizzlies,1693.7512124360705
2011-08-30,New York Knicks,1599.6970670565217
2011-08-30,Toronto Raptors,1376.0904816931109
2011-08-30,Philadelphia 76ers,1598.3946734911265
2011-08-30,Brooklyn Nets,1396.1317488914615
2011-08-30,Detroit Pistons,1486.6887175331126
2011-08-30,Cleveland Cavaliers,1390.9759632766622
2011-08-30,Sacramento Kings,1501.0392581479982
2011-08-30,Minnesota Timberwolves,1327.0856772206746
2011-08-30,Orlando Magic,1702.854280056214
2011-08-30,Washington Wizards,1417.470062161412
2011-08-31,Boston Celtics,1682.7503688698857
2011-08-31,Miami Heat,1774.1843676836243
2011-08-31,Portland Trail Blazers,1713.2017729174229
2011-08-31,Phoenix Suns,1588.4048033980919
2011-08-31,Los Angeles Lakers,1764.1635241537356
2011-08-31,Houston Rockets,1658.275504615387
2011-08-31,LA Clippers,1547.6650339621485
2011-08-31,Golden State Warriors,1570.7598802708678
2011-08-31,Denver Nuggets,1703.021504580571
2011-08-31,Utah Jazz,1539.8006759956559
2011-08-31,San Antonio Spurs,1744.3177343093123
2011-08-31,Indiana Pacers,1555.7421494065554
2011-08-31,Oklahoma City Thunder,1754.7438814702573
2011-08-31,Chicago Bulls,1838.4994232639726
2011-08-31,New Orleans Pelicans,1634.344945019259
2011-08-31,Milwaukee Bucks,1559.2790218075584
2011-08-31,Dallas Mavericks,1755.3269524765055
2011-08-31,Charlotte Hornets,1520.8650689692429
2011-08-31,Atlanta Hawks,1579.3905409561519
2011-08-31,Memphis Grizzlies,1693.7512124360705
2011-08-31,New York Knicks,1599.6970670565217
2011-08-31,Toronto Raptors,1376.0904816931109
2011-08-31,Philadelphia 76ers,1598.3946734911265
2011-08-31,Brooklyn Nets,1396.1317488914615
2011-08-31,Detroit Pistons,1486.6887175331126
2011-08-31,Cleveland Cavaliers,1390.9759632766622
2011-08-31,Sacramento Kings,1501.0392581479982
2011-08-31,Minnesota Timberwolves,1327.0856772206746
2011-08-31,Orlando Magic,1702.854280056214
2011-08-31,Washington Wizards,1417.470062161412
2011-09-01,Boston Celtics,1682.7503688698857
2011-09-01,Miami Heat,1774.1843676836243
2011-09-01,Portland Trail Blazers,1713.2017729174229
2011-09-01,Phoenix Suns,1588.4048033980919
2011-09-01,Los Angeles Lakers,1764.1635241537356
2011-09-01,Houston Rockets,1658.275504615387
2011-09-01,LA Clippers,1547.6650339621485
2011-09-01,Golden State Warriors,1570.7598802708678
2011-09-01,Denver Nuggets,1703.021504580571
2011-09-01,Utah Jazz,1539.8006759956559
2011-09-01,San Antonio Spurs,1744.3177343093123
2011-09-01,Indiana Pacers,1555.7421494065554
2011-09-01,Oklahoma City Thunder,1754.7438814702573
2011-09-01,Chicago Bulls,1838.4994232639726
2011-09-01,New Orleans Pelicans,1634.344945019259
2011-09-01,Milwaukee Bucks,1559.2790218075584
2011-09-01,Dallas Mavericks,1755.3269524765055
2011-09-01,Charlotte Hornets,1520.8650689692429
2011-09-01,Atlanta Hawks,1579.3905409561519
2011-09-01,Memphis Grizzlies,1693.7512124360705
2011-09-01,New York Knicks,1599.6970670565217
2011-09-01,Toronto Raptors,1376.0904816931109
2011-09-01,Philadelphia 76ers,1598.3946734911265
2011-09-01,Brooklyn Nets,1396.1317488914615
2011-09-01,Detroit Pistons,1486.6887175331126
2011-09-01,Cleveland Cavaliers,1390.9759632766622
2011-09-01,Sacramento Kings,1501.0392581479982
2011-09-01,Minnesota Timberwolves,1327.0856772206746
2011-09-01,Orlando Magic,1702.854280056214
2011-09-01,Washington Wizards,1417.470062161412
2011-09-02,Boston Celtics,1682.7503688698857
2011-09-02,Miami Heat,1774.1843676836243
2011-09-02,Portland Trail Blazers,1713.2017729174229
2011-09-02,Phoenix Suns,1588.4048033980919
2011-09-02,Los Angeles Lakers,1764.1635241537356
2011-09-02,Houston Rockets,1658.275504615387
2011-09-02,LA Clippers,1547.6650339621485
2011-09-02,Golden State Warriors,1570.7598802708678
2011-09-02,Denver Nuggets,1703.021504580571
2011-09-02,Utah Jazz,1539.8006759956559
2011-09-02,San Antonio Spurs,1744.3177343093123
2011-09-02,Indiana Pacers,1555.7421494065554
2011-09-02,Oklahoma City Thunder,1754.7438814702573
2011-09-02,Chicago Bulls,1838.4994232639726
2011-09-02,New Orleans Pelicans,1634.344945019259
2011-09-02,Milwaukee Bucks,1559.2790218075584
2011-09-02,Dallas Mavericks,1755.3269524765055
2011-09-02,Charlotte Hornets,1520.8650689692429
2011-09-02,Atlanta Hawks,1579.3905409561519
2011-09-02,Memphis Grizzlies,1693.7512124360705
2011-09-02,New York Knicks,1599.6970670565217
2011-09-02,Toronto Raptors,1376.0904816931109
2011-09-02,Philadelphia 76ers,1598.3946734911265
2011-09-02,Brooklyn Nets,1396.1317488914615
2011-09-02,Detroit Pistons,1486.6887175331126
2011-09-02,Cleveland Cavaliers,1390.9759632766622
2011-09-02,Sacramento Kings,1501.0392581479982
2011-09-02,Minnesota Timberwolves,1327.0856772206746
2011-09-02,Orlando Magic,1702.854280056214
2011-09-02,Washington Wizards,1417.470062161412
2011-09-03,Boston Celtics,1682.7503688698857
2011-09-03,Miami Heat,1774.1843676836243
2011-09-03,Portland Trail Blazers,1713.2017729174229
2011-09-03,Phoenix Suns,1588.4048033980919
2011-09-03,Los Angeles Lakers,1764.1635241537356
2011-09-03,Houston Rockets,1658.275504615387
2011-09-03,LA Clippers,1547.6650339621485
2011-09-03,Golden State Warriors,1570.7598802708678
2011-09-03,Denver Nuggets,1703.021504580571
2011-09-03,Utah Jazz,1539.8006759956559
2011-09-03,San Antonio Spurs,1744.3177343093123
2011-09-03,Indiana Pacers,1555.7421494065554
2011-09-03,Oklahoma City Thunder,1754.7438814702573
2011-09-03,Chicago Bulls,1838.4994232639726
2011-09-03,New Orleans Pelicans,1634.344945019259
2011-09-03,Milwaukee Bucks,1559.2790218075584
2011-09-03,Dallas Mavericks,1755.3269524765055
2011-09-03,Charlotte Hornets,1520.8650689692429
2011-09-03,Atlanta Hawks,1579.3905409561519
2011-09-03,Memphis Grizzlies,1693.7512124360705
2011-09-03,New York Knicks,1599.6970670565217
2011-09-03,Toronto Raptors,1376.0904816931109
2011-09-03,Philadelphia 76ers,1598.3946734911265
2011-09-03,Brooklyn Nets,1396.1317488914615
2011-09-03,Detroit Pistons,1486.6887175331126
2011-09-03,Cleveland Cavaliers,1390.9759632766622
2011-09-03,Sacramento Kings,1501.0392581479982
2011-09-03,Minnesota Timberwolves,1327.0856772206746
2011-09-03,Orlando Magic,1702.854280056214
2011-09-03,Washington Wizards,1417.470062161412
2011-09-04,Boston Celtics,1682.7503688698857
2011-09-04,Miami Heat,1774.1843676836243
2011-09-04,Portland Trail Blazers,1713.2017729174229
2011-09-04,Phoenix Suns,1588.4048033980919
2011-09-04,Los Angeles Lakers,1764.1635241537356
2011-09-04,Houston Rockets,1658.275504615387
2011-09-04,LA Clippers,1547.6650339621485
2011-09-04,Golden State Warriors,1570.7598802708678
2011-09-04,Denver Nuggets,1703.021504580571
2011-09-04,Utah Jazz,1539.8006759956559
2011-09-04,San Antonio Spurs,1744.3177343093123
2011-09-04,Indiana Pacers,1555.7421494065554
2011-09-04,Oklahoma City Thunder,1754.7438814702573
2011-09-04,Chicago Bulls,1838.4994232639726
2011-09-04,New Orleans Pelicans,1634.344945019259
2011-09-04,Milwaukee Bucks,1559.2790218075584
2011-09-04,Dallas Mavericks,1755.3269524765055
2011-09-04,Charlotte Hornets,1520.8650689692429
2011-09-04,Atlanta Hawks,1579.3905409561519
2011-09-04,Memphis Grizzlies,1693.7512124360705
2011-09-04,New York Knicks,1599.6970670565217
2011-09-04,Toronto Raptors,1376.0904816931109
2011-09-04,Philadelphia 76ers,1598.3946734911265
2011-09-04,Brooklyn Nets,1396.1317488914615
2011-09-04,Detroit Pistons,1486.6887175331126
2011-09-04,Cleveland Cavaliers,1390.9759632766622
2011-09-04,Sacramento Kings,1501.0392581479982
2011-09-04,Minnesota Timberwolves,1327.0856772206746
2011-09-04,Orlando Magic,1702.854280056214
2011-09-04,Washington Wizards,1417.470062161412
2011-09-05,Boston Celtics,1682.7503688698857
2011-09-05,Miami Heat,1774.1843676836243
2011-09-05,Portland Trail Blazers,1713.2017729174229
2011-09-05,Phoenix Suns,1588.4048033980919
2011-09-05,Los Angeles Lakers,1764.1635241537356
2011-09-05,Houston Rockets,1658.275504615387
2011-09-05,LA Clippers,1547.6650339621485
2011-09-05,Golden State Warriors,1570.7598802708678
2011-09-05,Denver Nuggets,1703.021504580571
2011-09-05,Utah Jazz,1539.8006759956559
2011-09-05,San Antonio Spurs,1744.3177343093123
2011-09-05,Indiana Pacers,1555.7421494065554
2011-09-05,Oklahoma City Thunder,1754.7438814702573
2011-09-05,Chicago Bulls,1838.4994232639726
2011-09-05,New Orleans Pelicans,1634.344945019259
2011-09-05,Milwaukee Bucks,1559.2790218075584
2011-09-05,Dallas Mavericks,1755.3269524765055
2011-09-05,Charlotte Hornets,1520.8650689692429
2011-09-05,Atlanta Hawks,1579.3905409561519
2011-09-05,Memphis Grizzlies,1693.7512124360705
2011-09-05,New York Knicks,1599.6970670565217
2011-09-05,Toronto Raptors,1376.0904816931109
2011-09-05,Philadelphia 76ers,1598.3946734911265
2011-09-05,Brooklyn Nets,1396.1317488914615
2011-09-05,Detroit Pistons,1486.6887175331126
2011-09-05,Cleveland Cavaliers,1390.9759632766622
2011-09-05,Sacramento Kings,1501.0392581479982
2011-09-05,Minnesota Timberwolves,1327.0856772206746
2011-09-05,Orlando Magic,1702.854280056214
2011-09-05,Washington Wizards,1417.470062161412
2011-09-06,Boston Celtics,1682.7503688698857
2011-09-06,Miami Heat,1774.1843676836243
2011-09-06,Portland Trail Blazers,1713.2017729174229
2011-09-06,Phoenix Suns,1588.4048033980919
2011-09-06,Los Angeles Lakers,1764.1635241537356
2011-09-06,Houston Rockets,1658.275504615387
2011-09-06,LA Clippers,1547.6650339621485
2011-09-06,Golden State Warriors,1570.7598802708678
2011-09-06,Denver Nuggets,1703.021504580571
2011-09-06,Utah Jazz,1539.8006759956559
2011-09-06,San Antonio Spurs,1744.3177343093123
2011-09-06,Indiana Pacers,1555.7421494065554
2011-09-06,Oklahoma City Thunder,1754.7438814702573
2011-09-06,Chicago Bulls,1838.4994232639726
2011-09-06,New Orleans Pelicans,1634.344945019259
2011-09-06,Milwaukee Bucks,1559.2790218075584
2011-09-06,Dallas Mavericks,1755.3269524765055
2011-09-06,Charlotte Hornets,1520.8650689692429
2011-09-06,Atlanta Hawks,1579.3905409561519
2011-09-06,Memphis Grizzlies,1693.7512124360705
2011-09-06,New York Knicks,1599.6970670565217
2011-09-06,Toronto Raptors,1376.0904816931109
2011-09-06,Philadelphia 76ers,1598.3946734911265
2011-09-06,Brooklyn Nets,1396.1317488914615
2011-09-06,Detroit Pistons,1486.6887175331126
2011-09-06,Cleveland Cavaliers,1390.9759632766622
2011-09-06,Sacramento Kings,1501.0392581479982
2011-09-06,Minnesota Timberwolves,1327.0856772206746
2011-09-06,Orlando Magic,1702.854280056214
2011-09-06,Washington Wizards,1417.470062161412
2011-09-07,Boston Celtics,1682.7503688698857
2011-09-07,Miami Heat,1774.1843676836243
2011-09-07,Portland Trail Blazers,1713.2017729174229
2011-09-07,Phoenix Suns,1588.4048033980919
2011-09-07,Los Angeles Lakers,1764.1635241537356
2011-09-07,Houston Rockets,1658.275504615387
2011-09-07,LA Clippers,1547.6650339621485
2011-09-07,Golden State Warriors,1570.7598802708678
2011-09-07,Denver Nuggets,1703.021504580571
2011-09-07,Utah Jazz,1539.8006759956559
2011-09-07,San Antonio Spurs,1744.3177343093123
2011-09-07,Indiana Pacers,1555.7421494065554
2011-09-07,Oklahoma City Thunder,1754.7438814702573
2011-09-07,Chicago Bulls,1838.4994232639726
2011-09-07,New Orleans Pelicans,1634.344945019259
2011-09-07,Milwaukee Bucks,1559.2790218075584
2011-09-07,Dallas Mavericks,1755.3269524765055
2011-09-07,Charlotte Hornets,1520.8650689692429
2011-09-07,Atlanta Hawks,1579.3905409561519
2011-09-07,Memphis Grizzlies,1693.7512124360705
2011-09-07,New York Knicks,1599.6970670565217
2011-09-07,Toronto Raptors,1376.0904816931109
2011-09-07,Philadelphia 76ers,1598.3946734911265
2011-09-07,Brooklyn Nets,1396.1317488914615
2011-09-07,Detroit Pistons,1486.6887175331126
2011-09-07,Cleveland Cavaliers,1390.9759632766622
2011-09-07,Sacramento Kings,1501.0392581479982
2011-09-07,Minnesota Timberwolves,1327.0856772206746
2011-09-07,Orlando Magic,1702.854280056214
2011-09-07,Washington Wizards,1417.470062161412
2011-09-08,Boston Celtics,1682.7503688698857
2011-09-08,Miami Heat,1774.1843676836243
2011-09-08,Portland Trail Blazers,1713.2017729174229
2011-09-08,Phoenix Suns,1588.4048033980919
2011-09-08,Los Angeles Lakers,1764.1635241537356
2011-09-08,Houston Rockets,1658.275504615387
2011-09-08,LA Clippers,1547.6650339621485
2011-09-08,Golden State Warriors,1570.7598802708678
2011-09-08,Denver Nuggets,1703.021504580571
2011-09-08,Utah Jazz,1539.8006759956559
2011-09-08,San Antonio Spurs,1744.3177343093123
2011-09-08,Indiana Pacers,1555.7421494065554
2011-09-08,Oklahoma City Thunder,1754.7438814702573
2011-09-08,Chicago Bulls,1838.4994232639726
2011-09-08,New Orleans Pelicans,1634.344945019259
2011-09-08,Milwaukee Bucks,1559.2790218075584
2011-09-08,Dallas Mavericks,1755.3269524765055
2011-09-08,Charlotte Hornets,1520.8650689692429
2011-09-08,Atlanta Hawks,1579.3905409561519
2011-09-08,Memphis Grizzlies,1693.7512124360705
2011-09-08,New York Knicks,1599.6970670565217
2011-09-08,Toronto Raptors,1376.0904816931109
2011-09-08,Philadelphia 76ers,1598.3946734911265
2011-09-08,Brooklyn Nets,1396.1317488914615
2011-09-08,Detroit Pistons,1486.6887175331126
2011-09-08,Cleveland Cavaliers,1390.9759632766622
2011-09-08,Sacramento Kings,1501.0392581479982
2011-09-08,Minnesota Timberwolves,1327.0856772206746
2011-09-08,Orlando Magic,1702.854280056214
2011-09-08,Washington Wizards,1417.470062161412
2011-09-09,Boston Celtics,1682.7503688698857
2011-09-09,Miami Heat,1774.1843676836243
2011-09-09,Portland Trail Blazers,1713.2017729174229
2011-09-09,Phoenix Suns,1588.4048033980919
2011-09-09,Los Angeles Lakers,1764.1635241537356
2011-09-09,Houston Rockets,1658.275504615387
2011-09-09,LA Clippers,1547.6650339621485
2011-09-09,Golden State Warriors,1570.7598802708678
2011-09-09,Denver Nuggets,1703.021504580571
2011-09-09,Utah Jazz,1539.8006759956559
2011-09-09,San Antonio Spurs,1744.3177343093123
2011-09-09,Indiana Pacers,1555.7421494065554
2011-09-09,Oklahoma City Thunder,1754.7438814702573
2011-09-09,Chicago Bulls,1838.4994232639726
2011-09-09,New Orleans Pelicans,1634.344945019259
2011-09-09,Milwaukee Bucks,1559.2790218075584
2011-09-09,Dallas Mavericks,1755.3269524765055
2011-09-09,Charlotte Hornets,1520.8650689692429
2011-09-09,Atlanta Hawks,1579.3905409561519
2011-09-09,Memphis Grizzlies,1693.7512124360705
2011-09-09,New York Knicks,1599.6970670565217
2011-09-09,Toronto Raptors,1376.0904816931109
2011-09-09,Philadelphia 76ers,1598.3946734911265
2011-09-09,Brooklyn Nets,1396.1317488914615
2011-09-09,Detroit Pistons,1486.6887175331126
2011-09-09,Cleveland Cavaliers,1390.9759632766622
2011-09-09,Sacramento Kings,1501.0392581479982
2011-09-09,Minnesota Timberwolves,1327.0856772206746
2011-09-09,Orlando Magic,1702.854280056214
2011-09-09,Washington Wizards,1417.470062161412
2011-09-10,Boston Celtics,1682.7503688698857
2011-09-10,Miami Heat,1774.1843676836243
2011-09-10,Portland Trail Blazers,1713.2017729174229
2011-09-10,Phoenix Suns,1588.4048033980919
2011-09-10,Los Angeles Lakers,1764.1635241537356
2011-09-10,Houston Rockets,1658.275504615387
2011-09-10,LA Clippers,1547.6650339621485
2011-09-10,Golden State Warriors,1570.7598802708678
2011-09-10,Denver Nuggets,1703.021504580571
2011-09-10,Utah Jazz,1539.8006759956559
2011-09-10,San Antonio Spurs,1744.3177343093123
2011-09-10,Indiana Pacers,1555.7421494065554
2011-09-10,Oklahoma City Thunder,1754.7438814702573
2011-09-10,Chicago Bulls,1838.4994232639726
2011-09-10,New Orleans Pelicans,1634.344945019259
2011-09-10,Milwaukee Bucks,1559.2790218075584
2011-09-10,Dallas Mavericks,1755.3269524765055
2011-09-10,Charlotte Hornets,1520.8650689692429
2011-09-10,Atlanta Hawks,1579.3905409561519
2011-09-10,Memphis Grizzlies,1693.7512124360705
2011-09-10,New York Knicks,1599.6970670565217
2011-09-10,Toronto Raptors,1376.0904816931109
2011-09-10,Philadelphia 76ers,1598.3946734911265
2011-09-10,Brooklyn Nets,1396.1317488914615
2011-09-10,Detroit Pistons,1486.6887175331126
2011-09-10,Cleveland Cavaliers,1390.9759632766622
2011-09-10,Sacramento Kings,1501.0392581479982
2011-09-10,Minnesota Timberwolves,1327.0856772206746
2011-09-10,Orlando Magic,1702.854280056214
2011-09-10,Washington Wizards,1417.470062161412
2011-09-11,Boston Celtics,1682.7503688698857
2011-09-11,Miami Heat,1774.1843676836243
2011-09-11,Portland Trail Blazers,1713.2017729174229
2011-09-11,Phoenix Suns,1588.4048033980919
2011-09-11,Los Angeles Lakers,1764.1635241537356
2011-09-11,Houston Rockets,1658.275504615387
2011-09-11,LA Clippers,1547.6650339621485
2011-09-11,Golden State Warriors,1570.7598802708678
2011-09-11,Denver Nuggets,1703.021504580571
2011-09-11,Utah Jazz,1539.8006759956559
2011-09-11,San Antonio Spurs,1744.3177343093123
2011-09-11,Indiana Pacers,1555.7421494065554
2011-09-11,Oklahoma City Thunder,1754.7438814702573
2011-09-11,Chicago Bulls,1838.4994232639726
2011-09-11,New Orleans Pelicans,1634.344945019259
2011-09-11,Milwaukee Bucks,1559.2790218075584
2011-09-11,Dallas Mavericks,1755.3269524765055
2011-09-11,Charlotte Hornets,1520.8650689692429
2011-09-11,Atlanta Hawks,1579.3905409561519
2011-09-11,Memphis Grizzlies,1693.7512124360705
2011-09-11,New York Knicks,1599.6970670565217
2011-09-11,Toronto Raptors,1376.0904816931109
2011-09-11,Philadelphia 76ers,1598.3946734911265
2011-09-11,Brooklyn Nets,1396.1317488914615
2011-09-11,Detroit Pistons,1486.6887175331126
2011-09-11,Cleveland Cavaliers,1390.9759632766622
2011-09-11,Sacramento Kings,1501.0392581479982
2011-09-11,Minnesota Timberwolves,1327.0856772206746
2011-09-11,Orlando Magic,1702.854280056214
2011-09-11,Washington Wizards,1417.470062161412
2011-09-12,Boston Celtics,1682.7503688698857
2011-09-12,Miami Heat,1774.1843676836243
2011-09-12,Portland Trail Blazers,1713.2017729174229
2011-09-12,Phoenix Suns,1588.4048033980919
2011-09-12,Los Angeles Lakers,1764.1635241537356
2011-09-12,Houston Rockets,1658.275504615387
2011-09-12,LA Clippers,1547.6650339621485
2011-09-12,Golden State Warriors,1570.7598802708678
2011-09-12,Denver Nuggets,1703.021504580571
2011-09-12,Utah Jazz,1539.8006759956559
2011-09-12,San Antonio Spurs,1744.3177343093123
2011-09-12,Indiana Pacers,1555.7421494065554
2011-09-12,Oklahoma City Thunder,1754.7438814702573
2011-09-12,Chicago Bulls,1838.4994232639726
2011-09-12,New Orleans Pelicans,1634.344945019259
2011-09-12,Milwaukee Bucks,1559.2790218075584
2011-09-12,Dallas Mavericks,1755.3269524765055
2011-09-12,Charlotte Hornets,1520.8650689692429
2011-09-12,Atlanta Hawks,1579.3905409561519
2011-09-12,Memphis Grizzlies,1693.7512124360705
2011-09-12,New York Knicks,1599.6970670565217
2011-09-12,Toronto Raptors,1376.0904816931109
2011-09-12,Philadelphia 76ers,1598.3946734911265
2011-09-12,Brooklyn Nets,1396.1317488914615
2011-09-12,Detroit Pistons,1486.6887175331126
2011-09-12,Cleveland Cavaliers,1390.9759632766622
2011-09-12,Sacramento Kings,1501.0392581479982
2011-09-12,Minnesota Timberwolves,1327.0856772206746
2011-09-12,Orlando Magic,1702.854280056214
2011-09-12,Washington Wizards,1417.470062161412
2011-09-13,Boston Celtics,1682.7503688698857
2011-09-13,Miami Heat,1774.1843676836243
2011-09-13,Portland Trail Blazers,1713.2017729174229
2011-09-13,Phoenix Suns,1588.4048033980919
2011-09-13,Los Angeles Lakers,1764.1635241537356
2011-09-13,Houston Rockets,1658.275504615387
2011-09-13,LA Clippers,1547.6650339621485
2011-09-13,Golden State Warriors,1570.7598802708678
2011-09-13,Denver Nuggets,1703.021504580571
2011-09-13,Utah Jazz,1539.8006759956559
2011-09-13,San Antonio Spurs,1744.3177343093123
2011-09-13,Indiana Pacers,1555.7421494065554
2011-09-13,Oklahoma City Thunder,1754.7438814702573
2011-09-13,Chicago Bulls,1838.4994232639726
2011-09-13,New Orleans Pelicans,1634.344945019259
2011-09-13,Milwaukee Bucks,1559.2790218075584
2011-09-13,Dallas Mavericks,1755.3269524765055
2011-09-13,Charlotte Hornets,1520.8650689692429
2011-09-13,Atlanta Hawks,1579.3905409561519
2011-09-13,Memphis Grizzlies,1693.7512124360705
2011-09-13,New York Knicks,1599.6970670565217
2011-09-13,Toronto Raptors,1376.0904816931109
2011-09-13,Philadelphia 76ers,1598.3946734911265
2011-09-13,Brooklyn Nets,1396.1317488914615
2011-09-13,Detroit Pistons,1486.6887175331126
2011-09-13,Cleveland Cavaliers,1390.9759632766622
2011-09-13,Sacramento Kings,1501.0392581479982
2011-09-13,Minnesota Timberwolves,1327.0856772206746
2011-09-13,Orlando Magic,1702.854280056214
2011-09-13,Washington Wizards,1417.470062161412
2011-09-14,Boston Celtics,1682.7503688698857
2011-09-14,Miami Heat,1774.1843676836243
2011-09-14,Portland Trail Blazers,1713.2017729174229
2011-09-14,Phoenix Suns,1588.4048033980919
2011-09-14,Los Angeles Lakers,1764.1635241537356
2011-09-14,Houston Rockets,1658.275504615387
2011-09-14,LA Clippers,1547.6650339621485
2011-09-14,Golden State Warriors,1570.7598802708678
2011-09-14,Denver Nuggets,1703.021504580571
2011-09-14,Utah Jazz,1539.8006759956559
2011-09-14,San Antonio Spurs,1744.3177343093123
2011-09-14,Indiana Pacers,1555.7421494065554
2011-09-14,Oklahoma City Thunder,1754.7438814702573
2011-09-14,Chicago Bulls,1838.4994232639726
2011-09-14,New Orleans Pelicans,1634.344945019259
2011-09-14,Milwaukee Bucks,1559.2790218075584
2011-09-14,Dallas Mavericks,1755.3269524765055
2011-09-14,Charlotte Hornets,1520.8650689692429
2011-09-14,Atlanta Hawks,1579.3905409561519
2011-09-14,Memphis Grizzlies,1693.7512124360705
2011-09-14,New York Knicks,1599.6970670565217
2011-09-14,Toronto Raptors,1376.0904816931109
2011-09-14,Philadelphia 76ers,1598.3946734911265
2011-09-14,Brooklyn Nets,1396.1317488914615
2011-09-14,Detroit Pistons,1486.6887175331126
2011-09-14,Cleveland Cavaliers,1390.9759632766622
2011-09-14,Sacramento Kings,1501.0392581479982
2011-09-14,Minnesota Timberwolves,1327.0856772206746
2011-09-14,Orlando Magic,1702.854280056214
2011-09-14,Washington Wizards,1417.470062161412
2011-09-15,Boston Celtics,1682.7503688698857
2011-09-15,Miami Heat,1774.1843676836243
2011-09-15,Portland Trail Blazers,1713.2017729174229
2011-09-15,Phoenix Suns,1588.4048033980919
2011-09-15,Los Angeles Lakers,1764.1635241537356
2011-09-15,Houston Rockets,1658.275504615387
2011-09-15,LA Clippers,1547.6650339621485
2011-09-15,Golden State Warriors,1570.7598802708678
2011-09-15,Denver Nuggets,1703.021504580571
2011-09-15,Utah Jazz,1539.8006759956559
2011-09-15,San Antonio Spurs,1744.3177343093123
2011-09-15,Indiana Pacers,1555.7421494065554
2011-09-15,Oklahoma City Thunder,1754.7438814702573
2011-09-15,Chicago Bulls,1838.4994232639726
2011-09-15,New Orleans Pelicans,1634.344945019259
2011-09-15,Milwaukee Bucks,1559.2790218075584
2011-09-15,Dallas Mavericks,1755.3269524765055
2011-09-15,Charlotte Hornets,1520.8650689692429
2011-09-15,Atlanta Hawks,1579.3905409561519
2011-09-15,Memphis Grizzlies,1693.7512124360705
2011-09-15,New York Knicks,1599.6970670565217
2011-09-15,Toronto Raptors,1376.0904816931109
2011-09-15,Philadelphia 76ers,1598.3946734911265
2011-09-15,Brooklyn Nets,1396.1317488914615
2011-09-15,Detroit Pistons,1486.6887175331126
2011-09-15,Cleveland Cavaliers,1390.9759632766622
2011-09-15,Sacramento Kings,1501.0392581479982
2011-09-15,Minnesota Timberwolves,1327.0856772206746
2011-09-15,Orlando Magic,1702.854280056214
2011-09-15,Washington Wizards,1417.470062161412
2011-09-16,Boston Celtics,1682.7503688698857
2011-09-16,Miami Heat,1774.1843676836243
2011-09-16,Portland Trail Blazers,1713.2017729174229
2011-09-16,Phoenix Suns,1588.4048033980919
2011-09-16,Los Angeles Lakers,1764.1635241537356
2011-09-16,Houston Rockets,1658.275504615387
2011-09-16,LA Clippers,1547.6650339621485
2011-09-16,Golden State Warriors,1570.7598802708678
2011-09-16,Denver Nuggets,1703.021504580571
2011-09-16,Utah Jazz,1539.8006759956559
2011-09-16,San Antonio Spurs,1744.3177343093123
2011-09-16,Indiana Pacers,1555.7421494065554
2011-09-16,Oklahoma City Thunder,1754.7438814702573
2011-09-16,Chicago Bulls,1838.4994232639726
2011-09-16,New Orleans Pelicans,1634.344945019259
2011-09-16,Milwaukee Bucks,1559.2790218075584
2011-09-16,Dallas Mavericks,1755.3269524765055
2011-09-16,Charlotte Hornets,1520.8650689692429
2011-09-16,Atlanta Hawks,1579.3905409561519
2011-09-16,Memphis Grizzlies,1693.7512124360705
2011-09-16,New York Knicks,1599.6970670565217
2011-09-16,Toronto Raptors,1376.0904816931109
2011-09-16,Philadelphia 76ers,1598.3946734911265
